"Age","Work_Experience","Family_Size","Segmentation","Gender (to number)","Ever_Married (to number)","Graduated (to number)","Profession (to number)","Spending_Score (to number)","Var_1 (to number)","Segmentation (to number)","ID"
22,0,4,"D",0,0,0,1,0,1,0,4238
48,0,1,"B",1,1,1,3,0,3,2,4239
48,0,2,"D",0,1,1,3,0,1,0,4240
32,1,4,"D",0,0,1,0,0,1,0,4241
29,0,5,"B",0,0,0,0,0,0,2,4242
35,6,3,"D",0,0,1,4,0,1,0,4243
39,0,4,"C",0,1,0,3,1,1,3,4244
26,2,2,"D",1,0,0,4,0,1,0,4245
35,0,1,"D",1,0,1,8,0,2,0,4246
18,3,3,"D",0,0,0,0,0,5,0,4247
56,0,2,"B",1,1,1,4,2,1,2,4248
37,3,1,"A",1,0,0,1,0,1,1,4249
52,1,1,"C",0,1,1,4,0,1,3,4250
45,0,7,"A",1,1,0,1,1,2,1,4251
20,5,4,"D",0,0,0,0,0,3,0,4252
20,2,6,"D",1,0,0,0,0,5,0,4253
61,1,7,"B",0,1,1,0,1,3,2,4254
23,0,4,"B",0,0,0,6,0,1,2,4255
25,8,2,"D",0,1,1,0,0,1,0,4256
21,1,6,"D",0,0,0,0,0,6,0,4257
59,0,6,"B",0,1,1,4,1,0,2,4258
37,1,3,"D",1,0,1,8,0,1,0,4259
50,0,1,"A",0,1,1,4,0,1,1,4260
20,0,8,"D",0,0,0,0,0,0,0,4261
32,0,4,"A",1,1,0,4,1,1,1,4262
36,0,2,"A",1,0,0,6,0,1,1,4263
29,0,2,"B",1,1,0,6,1,2,2,4264
66,1,1,"B",0,1,1,4,0,0,2,4265
60,1,2,"C",0,1,1,4,0,1,3,4266
70,8,2,"C",0,1,1,3,1,1,3,4267
18,0,3,"D",0,0,0,6,0,1,0,4268
33,0,2,"A",1,0,1,1,0,1,1,4269
53,0,2,"A",0,0,1,4,0,1,1,4270
27,9,3,"C",0,1,1,4,1,1,3,4271
27,0,3,"A",1,0,1,4,0,2,1,4272
37,4,2,"C",0,1,1,4,1,1,3,4273
42,1,4,"B",0,1,1,4,1,1,2,4274
32,3,7,"A",0,0,0,4,0,0,1,4275
28,7,1,"B",1,0,1,1,0,1,2,4276
31,1,4,"B",0,0,0,0,0,1,2,4277
33,9,2,"A",0,1,0,7,1,1,1,4278
40,13,1,"A",1,0,1,7,0,3,1,4279
25,1,2,"D",0,1,1,3,2,3,0,4280
67,1,2,"C",0,1,1,4,1,1,3,4281
62,8,2,"A",1,1,0,1,2,0,1,4282
21,0,2,"D",1,0,0,0,0,0,0,4283
27,0,3,"D",0,0,0,6,0,1,0,4284
36,1,4,"A",1,1,1,3,1,0,1,4285
53,0,4,"C",0,1,0,5,1,1,3,4286
30,0,5,"C",1,0,1,6,0,2,3,4287
53,8,3,"C",1,1,1,4,1,1,3,4288
53,0,3,"A",1,1,0,1,0,6,1,4289
29,8,4,"B",0,0,0,6,0,1,2,4290
28,8,8,"D",1,0,0,1,0,0,0,4291
47,1,1,"B",0,1,1,4,0,1,2,4292
35,0,4,"A",1,1,1,3,0,4,1,4293
87,3,1,"C",0,1,1,2,0,1,3,4294
26,0,9,"C",1,1,0,2,0,2,3,4295
75,1,3,"B",1,1,1,4,2,1,2,4296
66,2,3,"C",0,1,0,4,2,1,3,4297
55,0,2,"C",0,1,1,4,1,1,3,4298
39,1,3,"A",0,1,1,3,1,3,1,4299
61,9,2,"C",0,1,1,5,2,1,3,4300
40,2,4,"D",0,0,0,1,0,1,0,4301
43,0,3,"B",0,1,1,5,2,1,2,4302
57,1,1,"B",1,0,1,4,0,1,2,4303
37,0,2,"C",1,0,1,4,0,1,3,4304
41,2,2,"C",0,1,1,3,1,1,3,4305
68,1,2,"B",0,1,0,5,1,1,2,4306
43,9,4,"C",1,1,1,4,2,1,3,4307
21,1,5,"D",0,0,0,0,0,0,0,4308
38,1,4,"B",0,1,1,1,1,3,2,4309
62,1,5,"A",0,1,1,4,1,1,1,4310
32,0,3,"A",0,0,1,4,0,0,1,4311
35,1,1,"D",0,1,1,0,0,1,0,4312
28,3,4,"A",1,0,0,6,0,1,1,4313
25,1,4,"B",0,1,0,4,1,0,2,4314
29,5,4,"A",1,0,0,0,0,0,1,4315
40,1,3,"B",1,0,1,3,0,1,2,4316
18,0,3,"D",1,0,0,0,0,1,0,4317
39,0,3,"A",0,0,0,3,0,1,1,4318
49,1,6,"B",0,1,0,3,1,3,2,4319
33,8,1,"A",1,0,1,7,0,1,1,4320
38,8,1,"B",0,1,0,4,0,1,2,4321
85,1,1,"A",0,1,1,2,0,1,1,4322
51,8,3,"B",0,1,1,6,1,0,2,4323
26,1,3,"D",0,0,1,1,0,3,0,4324
35,1,3,"C",1,1,1,4,1,1,3,4325
33,1,3,"D",0,1,0,3,0,3,0,4326
41,0,1,"A",0,0,1,3,0,1,1,4327
41,2,3,"B",0,1,1,7,1,3,2,4328
77,0,1,"C",0,0,1,2,0,3,3,4329
41,0,2,"B",1,0,0,8,0,1,2,4330
46,5,3,"A",0,1,1,3,0,1,1,4331
63,1,1,"C",0,1,1,4,0,4,3,4332
37,8,2,"C",1,1,1,4,2,1,3,4333
28,1,2,"D",1,0,0,1,0,0,0,4334
28,1,2,"D",0,0,1,6,0,1,0,4335
48,6,1,"D",1,0,1,4,0,1,0,4336
36,5,1,"D",0,0,1,4,0,1,0,4337
50,1,3,"B",0,0,1,4,0,3,2,4338
32,9,3,"D",1,0,1,0,0,1,0,4339
55,9,4,"C",0,1,1,5,2,1,3,4340
43,0,1,"A",1,1,1,4,0,1,1,4341
32,8,2,"D",1,1,1,8,0,1,0,4342
82,0,2,"C",0,1,1,4,2,1,3,4343
55,1,5,"C",0,1,1,4,1,1,3,4344
33,0,4,"C",1,0,1,6,0,1,3,4345
58,0,2,"B",0,1,1,4,1,1,2,4346
32,8,3,"C",1,0,1,0,0,1,3,4347
48,0,5,"C",0,1,1,5,2,1,3,4348
62,1,2,"C",0,1,1,4,1,3,3,4349
39,14,2,"B",1,1,1,4,1,1,2,4350
47,1,1,"A",0,0,0,3,0,1,1,4351
35,7,3,"A",1,1,1,6,1,0,1,4352
78,0,5,"B",0,1,1,2,2,1,2,4353
42,0,4,"A",1,0,0,4,0,3,1,4354
37,1,1,"C",1,0,1,4,0,0,3,4355
43,0,1,"A",1,0,1,6,0,1,1,4356
48,1,3,"C",0,1,1,4,1,5,3,4357
22,0,5,"D",0,0,0,0,0,1,0,4358
31,2,5,"A",0,0,0,0,0,5,1,4359
58,1,2,"B",0,1,1,6,2,1,2,4360
50,1,4,"B",0,1,1,3,1,1,2,4361
71,1,2,"C",0,1,1,2,2,1,3,4362
49,9,5,"B",0,1,0,5,2,3,2,4363
53,4,2,"C",0,1,1,4,1,1,3,4364
31,1,1,"A",1,0,0,1,0,3,1,4365
21,9,7,"D",1,0,0,0,0,0,0,4366
35,1,2,"B",0,0,1,4,0,1,2,4367
47,0,2,"D",0,1,1,8,0,0,0,4368
38,0,3,"C",1,1,1,4,1,1,3,4369
39,1,1,"B",0,0,1,3,0,0,2,4370
55,1,2,"C",0,1,1,4,0,1,3,4371
76,1,2,"B",1,1,0,2,2,1,2,4372
51,8,2,"C",1,1,1,4,0,1,3,4373
39,5,2,"B",0,0,1,4,0,1,2,4374
22,0,3,"D",0,0,0,0,0,3,0,4375
30,0,2,"D",1,1,0,1,1,1,0,4376
35,13,7,"C",1,1,1,7,2,1,3,4377
35,13,2,"C",0,0,1,3,0,0,3,4378
35,12,2,"D",1,1,1,0,1,5,0,4379
36,7,2,"C",0,1,1,4,1,1,3,4380
18,0,5,"D",0,0,0,0,0,0,0,4381
75,1,2,"D",0,1,0,5,2,1,0,4382
46,3,1,"C",0,0,1,4,0,1,3,4383
68,0,2,"A",0,1,0,4,0,1,1,4384
67,1,2,"B",0,1,1,6,1,1,2,4385
50,1,4,"B",1,1,0,1,1,1,2,4386
32,0,4,"D",0,0,0,4,0,6,0,4387
48,9,4,"C",1,1,1,4,2,3,3,4388
37,9,2,"A",0,1,1,3,1,1,1,4389
41,0,2,"B",0,1,1,4,0,1,2,4390
63,0,5,"C",1,1,1,5,2,1,3,4391
42,9,1,"A",0,0,1,4,0,1,1,4392
49,1,5,"B",1,1,1,1,2,3,2,4393
23,0,4,"D",0,0,0,0,0,3,0,4394
31,0,3,"B",0,0,0,3,0,1,2,4395
45,9,1,"D",0,0,1,4,0,1,0,4396
21,0,3,"D",0,1,0,3,0,1,0,4397
55,0,4,"A",0,1,1,3,0,0,1,4398
26,2,2,"A",1,0,1,4,0,1,1,4399
41,11,4,"B",0,0,1,3,0,1,2,4400
28,0,2,"A",1,1,1,4,0,1,1,4401
47,1,3,"C",0,1,0,1,1,1,3,4402
72,0,2,"B",1,1,1,1,2,0,2,4403
48,1,3,"C",0,1,1,4,0,1,3,4404
33,8,3,"A",1,1,1,4,1,1,1,4405
72,8,2,"C",0,1,1,5,2,1,3,4406
66,1,2,"D",0,1,0,5,0,1,0,4407
33,0,4,"B",1,0,1,0,0,5,2,4408
35,7,1,"B",1,0,1,4,0,1,2,4409
38,1,1,"B",0,0,1,4,0,1,2,4410
51,1,4,"C",1,1,1,4,1,1,3,4411
67,1,2,"B",0,1,1,7,1,5,2,4412
46,3,2,"B",1,0,1,4,0,1,2,4413
47,0,1,"A",1,0,0,3,0,0,1,4414
55,1,1,"B",0,1,1,4,0,3,2,4415
51,9,2,"C",0,1,0,5,2,1,3,4416
47,0,1,"A",1,1,1,4,0,1,1,4417
31,9,1,"A",0,1,0,7,0,0,1,4418
30,0,9,"C",1,0,0,0,0,1,3,4419
26,0,4,"D",0,0,0,0,0,0,0,4420
60,0,4,"B",0,1,1,5,2,1,2,4421
19,0,3,"D",0,0,0,6,0,0,0,4422
60,1,3,"C",1,1,1,4,1,1,3,4423
25,0,3,"B",0,0,1,0,0,1,2,4424
36,7,2,"A",0,1,1,6,1,1,1,4425
52,1,5,"B",1,1,1,1,1,0,2,4426
56,0,5,"A",1,1,1,4,2,3,1,4427
47,0,4,"B",1,1,1,1,1,1,2,4428
40,1,2,"C",0,1,1,4,1,1,3,4429
67,0,2,"B",0,1,1,2,2,5,2,4430
41,0,2,"B",0,0,1,4,0,3,2,4431
40,0,4,"D",1,1,0,3,0,0,0,4432
29,1,3,"D",0,1,1,6,0,1,0,4433
41,10,1,"C",1,0,1,4,0,1,3,4434
50,1,4,"B",0,1,0,5,2,1,2,4435
33,9,4,"D",1,0,0,8,0,5,0,4436
48,0,4,"C",1,0,0,0,0,1,3,4437
37,8,1,"A",0,0,1,4,0,1,1,4438
63,0,1,"B",0,0,1,4,0,5,2,4439
22,1,4,"D",1,0,0,0,0,1,0,4440
41,3,3,"C",0,1,1,4,1,1,3,4441
42,12,1,"B",1,0,1,4,0,1,2,4442
26,0,5,"D",0,0,1,6,0,1,0,4443
35,0,3,"A",1,0,1,4,0,1,1,4444
61,4,2,"B",0,1,1,3,1,6,2,4445
18,4,3,"D",0,0,0,0,0,3,0,4446
50,1,6,"A",0,1,0,8,2,0,1,4447
51,8,1,"C",1,0,1,4,0,1,3,4448
65,1,2,"A",0,1,1,5,2,1,1,4449
26,1,3,"B",0,0,1,0,0,1,2,4450
50,0,2,"A",0,1,1,4,1,1,1,4451
75,0,2,"B",1,1,0,2,2,1,2,4452
52,0,1,"D",1,0,1,0,0,3,0,4453
31,4,3,"A",1,0,0,0,0,1,1,4454
33,0,3,"B",0,0,0,6,0,1,2,4455
57,0,4,"C",1,1,1,4,1,1,3,4456
67,1,2,"C",0,1,1,5,2,1,3,4457
30,0,4,"D",1,0,0,8,0,1,0,4458
62,1,2,"B",0,1,0,3,1,1,2,4459
70,1,2,"C",0,1,1,4,1,1,3,4460
38,4,4,"B",0,1,1,6,1,3,2,4461
32,11,6,"D",1,0,0,8,0,1,0,4462
28,0,5,"D",0,0,1,0,0,1,0,4463
26,0,4,"D",1,0,0,8,0,0,0,4464
30,1,3,"A",1,0,0,1,0,0,1,4465
30,9,2,"B",1,1,1,7,0,1,2,4466
31,8,2,"C",0,1,1,4,1,1,3,4467
88,0,2,"A",0,1,1,2,2,1,1,4468
40,0,3,"A",0,1,1,4,0,4,1,4469
21,8,2,"D",1,0,0,0,0,1,0,4470
38,1,1,"B",0,0,1,4,0,3,2,4471
36,6,1,"B",1,0,1,7,0,3,2,4472
47,1,1,"A",0,1,0,3,0,1,1,4473
30,1,4,"A",1,0,1,3,0,0,1,4474
35,9,2,"D",1,0,1,0,0,5,0,4475
58,1,3,"B",0,1,1,4,1,1,2,4476
52,0,5,"B",1,1,1,1,2,1,2,4477
46,0,4,"B",0,1,1,4,2,3,2,4478
45,0,5,"C",1,1,1,4,1,0,3,4479
35,12,2,"A",0,1,1,4,1,1,1,4480
71,0,2,"C",0,1,1,2,1,1,3,4481
36,0,5,"C",0,1,1,4,1,1,3,4482
53,0,1,"D",1,0,1,1,0,1,0,4483
53,1,3,"A",0,0,0,1,0,0,1,4484
31,9,1,"A",0,0,1,4,0,1,1,4485
66,0,2,"B",1,1,1,1,0,1,2,4486
37,8,2,"B",0,1,1,4,0,1,2,4487
47,0,5,"C",1,1,1,4,2,1,3,4488
66,1,3,"C",1,1,1,2,2,1,3,4489
25,1,3,"B",1,0,0,0,0,1,2,4490
30,9,5,"D",1,0,1,1,0,1,0,4491
33,1,8,"C",1,0,0,6,0,0,3,4492
37,0,3,"B",0,1,1,4,1,3,2,4493
35,5,4,"B",0,1,1,1,1,1,2,4494
50,13,1,"C",0,1,1,4,0,1,3,4495
56,4,3,"B",0,1,1,4,0,3,2,4496
20,8,3,"D",1,0,0,0,0,3,0,4497
59,1,2,"C",0,1,0,5,2,1,3,4498
37,1,3,"C",0,1,1,3,1,0,3,4499
68,1,1,"B",1,1,1,4,0,0,2,4500
33,9,2,"D",0,1,0,5,2,1,0,4501
26,9,2,"A",1,0,0,7,0,1,1,4502
43,0,2,"D",1,0,0,8,0,0,0,4503
37,8,1,"A",0,0,1,4,0,3,1,4504
57,0,4,"C",0,1,1,4,1,1,3,4505
35,1,3,"A",0,1,0,4,1,0,1,4506
33,8,1,"A",0,0,0,3,0,1,1,4507
60,1,1,"A",0,1,1,4,0,3,1,4508
52,0,2,"B",0,1,1,4,0,1,2,4509
35,0,3,"D",0,0,1,3,0,2,0,4510
18,0,6,"D",0,0,0,6,0,0,0,4511
18,0,5,"D",0,0,0,0,0,3,0,4512
25,0,5,"C",1,0,0,0,0,5,3,4513
37,0,1,"D",1,0,1,8,0,0,0,4514
49,1,2,"C",0,1,1,4,1,1,3,4515
26,1,2,"B",0,1,1,3,1,1,2,4516
45,0,1,"A",0,0,1,3,0,1,1,4517
42,0,1,"A",1,0,1,4,0,0,1,4518
48,0,5,"D",0,1,0,8,0,1,0,4519
52,4,2,"B",1,1,1,1,2,0,2,4520
81,1,1,"D",0,1,1,3,0,1,0,4521
60,0,1,"B",0,1,1,4,0,1,2,4522
57,1,2,"B",0,1,1,2,2,1,2,4523
21,1,4,"C",1,0,0,3,0,1,3,4524
43,0,4,"D",1,0,1,1,0,1,0,4525
32,0,3,"A",0,1,1,3,1,1,1,4526
50,0,2,"B",0,1,1,4,1,1,2,4527
25,13,3,"A",0,0,0,3,0,1,1,4528
25,1,4,"C",0,0,0,0,0,5,3,4529
56,1,4,"C",0,1,1,4,1,1,3,4530
46,0,1,"D",1,0,1,1,0,1,0,4531
53,2,2,"B",0,0,1,4,0,5,2,4532
41,1,2,"A",1,1,1,4,0,1,1,4533
53,0,2,"C",0,1,1,6,1,1,3,4534
79,0,2,"A",1,1,0,1,2,0,1,4535
33,1,3,"D",1,0,0,1,0,1,0,4536
23,1,4,"D",1,0,0,0,0,3,0,4537
72,1,2,"A",0,1,1,2,2,1,1,4538
35,9,3,"A",0,1,1,6,2,1,1,4539
28,1,3,"C",1,0,1,6,0,3,3,4540
36,1,2,"A",0,1,0,0,0,3,1,4541
38,0,1,"B",0,0,1,4,0,3,2,4542
43,4,3,"C",1,1,1,4,2,1,3,4543
47,0,4,"B",0,1,0,5,2,1,2,4544
22,1,3,"A",0,0,0,8,0,1,1,4545
82,1,4,"A",0,1,0,5,2,0,1,4546
87,0,2,"A",0,1,1,2,2,1,1,4547
47,1,2,"B",0,1,1,4,0,3,2,4548
33,3,2,"D",1,0,1,4,0,0,0,4549
45,8,4,"C",0,1,1,5,2,1,3,4550
49,0,3,"C",0,1,1,4,1,1,3,4551
18,0,8,"D",0,0,0,0,0,1,0,4552
45,0,1,"A",1,0,1,6,0,1,1,4553
62,5,1,"B",0,1,1,6,0,3,2,4554
75,0,1,"B",1,1,1,2,0,1,2,4555
59,0,4,"B",1,1,1,7,1,1,2,4556
39,1,4,"C",1,1,1,4,1,1,3,4557
39,1,5,"B",0,1,0,3,1,0,2,4558
68,1,2,"D",0,1,0,5,2,0,0,4559
50,0,4,"B",0,1,1,5,2,1,2,4560
47,8,4,"C",0,1,1,5,2,1,3,4561
51,1,2,"C",0,1,1,4,0,1,3,4562
41,0,1,"A",1,0,1,6,0,0,1,4563
45,1,4,"A",0,1,1,5,2,1,1,4564
40,1,5,"A",0,1,0,6,1,0,1,4565
27,6,5,"A",1,1,0,4,2,5,1,4566
73,1,2,"C",0,1,1,4,1,1,3,4567
43,0,2,"B",0,1,1,1,1,1,2,4568
55,0,2,"A",0,1,1,4,2,3,1,4569
41,1,2,"A",0,1,0,6,1,0,1,4570
25,1,2,"B",0,0,1,3,0,3,2,4571
62,4,1,"B",1,1,0,1,0,0,2,4572
37,0,2,"A",1,1,0,1,0,1,1,4573
69,0,1,"D",0,1,0,2,0,1,0,4574
89,6,4,"A",1,1,1,3,1,5,1,4575
28,0,3,"A",0,0,0,3,0,1,1,4576
38,7,2,"B",1,0,1,4,0,1,2,4577
18,3,4,"D",0,0,0,0,0,1,0,4578
81,1,2,"B",0,1,1,2,2,1,2,4579
45,2,4,"B",0,1,1,5,1,5,2,4580
42,1,5,"C",0,1,0,5,2,1,3,4581
36,0,1,"D",0,0,0,8,0,1,0,4582
30,0,2,"A",0,1,1,3,0,1,1,4583
33,0,3,"D",1,0,1,0,0,1,0,4584
37,0,2,"C",0,1,0,4,1,1,3,4585
35,9,3,"A",0,1,0,4,0,2,1,4586
31,0,2,"D",1,0,1,6,0,0,0,4587
53,0,4,"B",1,1,0,1,1,0,2,4588
36,9,1,"B",0,0,1,6,0,1,2,4589
37,0,2,"A",0,1,1,3,0,0,1,4590
80,2,1,"A",0,1,1,2,0,1,1,4591
30,8,2,"A",0,1,1,6,1,1,1,4592
32,3,3,"D",0,0,0,6,0,2,0,4593
49,0,5,"D",0,1,1,8,0,1,0,4594
67,0,4,"C",0,1,1,5,2,1,3,4595
35,1,6,"A",0,1,0,1,0,1,1,4596
26,0,5,"D",1,1,0,8,0,0,0,4597
43,1,1,"B",1,0,1,4,0,3,2,4598
29,0,2,"A",0,0,1,6,0,3,1,4599
41,4,2,"B",0,0,1,6,0,1,2,4600
40,14,2,"A",0,0,1,4,0,5,1,4601
29,2,5,"D",0,0,0,0,0,1,0,4602
51,7,5,"B",1,1,0,1,1,0,2,4603
32,6,1,"D",0,0,1,1,0,1,0,4604
48,1,1,"B",1,0,1,4,0,5,2,4605
22,1,3,"D",0,0,0,4,0,1,0,4606
35,1,2,"A",1,1,1,3,1,1,1,4607
51,2,1,"B",1,0,1,4,0,1,2,4608
46,8,1,"A",1,1,0,1,0,1,1,4609
27,1,5,"C",1,0,1,0,0,1,3,4610
50,4,4,"B",0,1,1,4,1,3,2,4611
59,0,3,"D",0,1,1,0,0,0,0,4612
61,0,1,"C",1,1,1,4,0,1,3,4613
32,9,1,"A",0,0,1,6,0,1,1,4614
26,1,5,"C",1,0,1,0,0,0,3,4615
22,0,4,"C",0,0,0,8,0,5,3,4616
29,4,3,"B",1,0,0,8,0,1,2,4617
46,1,3,"B",0,1,1,4,0,1,2,4618
85,0,1,"D",1,1,1,2,0,3,0,4619
43,9,2,"B",0,1,1,4,2,0,2,4620
18,0,4,"D",1,0,0,0,0,3,0,4621
87,1,1,"A",0,1,0,4,0,1,1,4622
40,1,2,"C",0,1,1,4,1,0,3,4623
25,1,2,"A",0,1,1,3,0,1,1,4624
48,1,3,"C",1,1,1,4,2,1,3,4625
56,0,2,"B",1,1,1,3,1,1,2,4626
32,1,3,"A",1,0,0,3,0,1,1,4627
38,7,7,"C",1,0,1,4,0,5,3,4628
31,1,2,"A",1,0,0,6,0,1,1,4629
36,9,5,"A",1,1,0,5,1,0,1,4630
37,0,2,"D",0,0,1,0,0,1,0,4631
40,1,2,"A",1,1,1,6,0,1,1,4632
18,5,4,"D",0,0,0,0,0,0,0,4633
26,0,6,"A",1,0,0,0,0,6,1,4634
27,9,2,"D",0,0,1,0,0,1,0,4635
47,1,4,"C",0,1,0,4,1,1,3,4636
50,1,3,"B",0,1,0,3,1,1,2,4637
49,1,2,"C",1,1,1,4,1,1,3,4638
29,1,3,"D",0,1,1,0,0,3,0,4639
37,6,3,"D",0,1,1,5,2,1,0,4640
59,1,3,"C",0,1,0,1,1,1,3,4641
21,0,5,"D",0,0,0,8,0,4,0,4642
29,0,6,"B",0,0,0,0,0,1,2,4643
38,9,2,"B",1,0,1,6,0,1,2,4644
37,0,3,"A",0,1,1,4,0,1,1,4645
55,0,1,"C",0,1,1,6,0,1,3,4646
50,1,2,"C",0,1,1,4,1,1,3,4647
47,9,2,"B",0,0,1,4,0,1,2,4648
52,6,2,"B",0,1,1,4,1,1,2,4649
42,0,5,"A",1,1,0,5,1,0,1,4650
32,0,3,"D",0,0,0,0,0,1,0,4651
25,1,1,"B",1,0,0,4,0,0,2,4652
68,1,2,"C",0,1,1,3,1,1,3,4653
36,4,2,"B",0,1,1,3,1,5,2,4654
62,0,2,"C",0,1,1,4,2,1,3,4655
32,4,5,"D",0,0,1,6,0,1,0,4656
48,0,1,"B",1,1,1,4,0,1,2,4657
70,8,2,"C",0,1,1,2,1,1,3,4658
60,0,2,"C",1,1,1,4,2,1,3,4659
45,2,1,"B",0,0,0,4,0,1,2,4660
48,1,2,"B",1,1,1,7,0,3,2,4661
76,1,2,"A",0,1,1,2,0,3,1,4662
53,4,3,"B",0,1,1,1,0,3,2,4663
83,1,3,"B",0,1,0,5,2,1,2,4664
79,1,2,"B",1,1,1,2,2,1,2,4665
49,0,1,"B",1,1,1,1,0,5,2,4666
76,0,2,"B",1,1,1,2,2,1,2,4667
37,12,5,"B",0,1,0,1,1,0,2,4668
35,0,2,"B",1,1,0,4,0,1,2,4669
31,12,2,"B",1,1,0,7,1,1,2,4670
21,1,5,"B",0,0,0,8,0,1,2,4671
71,1,2,"C",0,0,1,3,0,1,3,4672
27,1,4,"A",1,0,0,1,0,6,1,4673
43,2,4,"C",0,1,1,4,1,3,3,4674
46,0,2,"B",0,1,1,4,0,1,2,4675
29,1,6,"D",0,0,0,0,0,1,0,4676
27,0,5,"D",0,0,0,1,0,1,0,4677
48,8,3,"A",1,1,0,4,1,1,1,4678
20,4,5,"D",0,0,0,0,0,5,0,4679
38,1,1,"A",0,0,1,3,0,2,1,4680
29,1,6,"D",1,0,0,7,0,1,0,4681
48,1,4,"C",1,1,1,6,1,1,3,4682
65,0,1,"A",1,0,1,2,0,1,1,4683
51,1,7,"B",0,1,0,1,1,0,2,4684
42,0,1,"A",1,0,1,4,0,1,1,4685
56,1,3,"B",0,1,0,8,1,0,2,4686
86,9,2,"C",1,1,1,2,2,1,3,4687
86,1,2,"C",0,1,1,5,2,1,3,4688
59,4,2,"D",0,1,1,4,2,2,0,4689
38,3,2,"C",0,1,1,6,1,1,3,4690
45,1,1,"B",1,0,1,4,0,1,2,4691
48,10,2,"B",1,1,1,4,0,1,2,4692
33,9,4,"B",1,0,0,1,0,3,2,4693
38,9,3,"B",0,1,1,3,1,1,2,4694
49,1,4,"C",1,1,1,4,1,1,3,4695
48,8,2,"A",1,1,1,4,1,1,1,4696
28,7,4,"C",0,0,1,0,0,5,3,4697
33,0,2,"B",1,1,1,6,1,1,2,4698
27,0,1,"A",0,1,0,3,0,0,1,4699
39,3,4,"B",0,1,1,4,1,1,2,4700
87,0,1,"C",1,1,0,2,0,1,3,4701
30,1,4,"B",0,0,1,0,0,1,2,4702
51,1,5,"C",1,1,1,4,2,1,3,4703
46,1,5,"B",0,1,1,5,2,1,2,4704
55,3,1,"A",1,0,0,3,0,1,1,4705
39,0,4,"A",0,0,0,3,0,1,1,4706
63,1,4,"A",0,1,1,4,1,1,1,4707
84,0,2,"C",0,1,1,2,2,1,3,4708
41,7,2,"C",0,1,1,5,2,1,3,4709
27,2,4,"A",0,0,1,0,0,4,1,4710
35,3,1,"A",0,0,1,6,0,1,1,4711
47,6,2,"B",1,1,1,4,0,1,2,4712
32,8,3,"B",1,1,1,4,0,1,2,4713
31,1,2,"D",0,1,1,1,0,1,0,4714
38,0,4,"A",1,0,1,0,0,1,1,4715
20,1,3,"D",0,0,0,0,0,3,0,4716
31,8,6,"A",0,0,1,6,0,5,1,4717
83,0,1,"D",0,0,1,2,0,1,0,4718
41,0,2,"B",0,1,1,6,0,1,2,4719
38,1,2,"C",1,1,1,4,1,0,3,4720
61,5,2,"B",0,1,1,5,2,1,2,4721
48,12,1,"A",1,1,1,7,0,1,1,4722
40,1,2,"B",0,1,1,6,1,1,2,4723
47,0,1,"B",1,0,1,4,0,1,2,4724
53,4,4,"D",0,1,1,5,2,1,0,4725
72,1,1,"B",0,1,0,4,0,1,2,4726
63,0,1,"A",0,1,1,3,0,1,1,4727
42,5,2,"C",0,1,1,4,1,1,3,4728
40,14,3,"D",0,1,0,3,1,1,0,4729
63,1,5,"C",1,1,1,4,1,3,3,4730
25,13,3,"A",0,0,1,4,0,1,1,4731
49,2,4,"B",0,1,1,5,2,5,2,4732
28,0,6,"A",1,0,0,0,0,6,1,4733
69,0,2,"C",1,1,1,4,2,1,3,4734
31,0,5,"C",0,0,0,0,0,0,3,4735
36,1,5,"C",1,1,1,4,1,1,3,4736
21,9,4,"D",0,0,0,0,0,3,0,4737
41,12,1,"A",1,0,1,0,0,4,1,4738
31,13,2,"B",1,0,1,4,0,1,2,4739
51,7,4,"C",0,1,1,5,2,1,3,4740
55,1,3,"A",0,1,1,4,0,3,1,4741
61,1,2,"C",1,1,0,1,1,1,3,4742
31,1,3,"D",0,0,1,4,0,1,0,4743
55,1,4,"B",1,1,1,4,2,1,2,4744
33,0,5,"C",1,0,1,4,0,3,3,4745
50,1,5,"C",1,1,1,4,1,5,3,4746
71,1,2,"A",0,1,0,3,0,1,1,4747
73,1,2,"C",1,1,1,2,2,1,3,4748
58,0,4,"C",1,1,0,2,2,1,3,4749
65,5,2,"A",0,1,1,4,2,1,1,4750
75,1,2,"C",1,1,1,4,2,1,3,4751
62,0,1,"B",1,0,1,1,0,1,2,4752
38,0,5,"D",1,0,1,0,0,1,0,4753
27,3,7,"D",1,0,1,7,0,1,0,4754
50,0,2,"C",1,1,1,4,2,3,3,4755
27,9,1,"A",0,0,1,3,0,1,1,4756
33,9,3,"C",0,0,0,0,0,2,3,4757
26,0,3,"D",1,1,0,6,1,0,0,4758
45,1,2,"A",0,0,1,3,0,1,1,4759
25,7,1,"A",0,0,1,6,0,1,1,4760
37,6,1,"B",0,1,1,4,0,1,2,4761
37,5,3,"B",1,1,1,4,1,1,2,4762
60,8,6,"C",1,1,1,4,2,1,3,4763
76,1,2,"C",1,1,1,2,2,1,3,4764
47,0,4,"A",0,1,1,6,1,1,1,4765
42,8,1,"A",1,1,1,4,0,1,1,4766
66,0,4,"C",0,1,1,4,0,5,3,4767
40,9,3,"C",0,1,1,4,1,1,3,4768
21,13,6,"D",0,0,0,0,0,1,0,4769
42,8,1,"A",1,0,0,6,0,3,1,4770
57,5,2,"C",0,1,1,6,1,1,3,4771
