"ID","Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","Var_1","Segmentation"
5184,"Male","Yes",35,"Yes","Healthcare",1,"Low",1,"Cat_6","D"
5185,"Female","No",28,"No","Doctor",3,"Low",4,"Cat_6","A"
5186,"Male","Yes",25,"No","Artist",1,"Average",4,"Cat_4","B"
5187,"Female","No",29,"No","Healthcare",5,"Low",4,"Cat_4","A"
5188,"Male","No",40,"Yes","Doctor",9,"Low",3,"Cat_6","C"
5189,"Female","No",40,"Yes","Entertainment",1,"Low",3,"Cat_6","B"
5190,"Male","Yes",39,"Yes","Artist",4,"Average",3,"Cat_6","C"
5191,"Female","No",18,"No","Healthcare",0,"Low",3,"Cat_6","D"
5192,"Male","No",39,"No","Entertainment",0,"Low",3,"Cat_6","A"
5193,"Male","Yes",49,"No","Entertainment",1,"Average",6,"Cat_3","B"
5194,"Female","No",25,"Yes","Healthcare",3,"Low",3,"Cat_3","C"
5195,"Female","No",33,"Yes","Homemaker",8,"Low",1,"Cat_6","A"
5196,"Male","Yes",38,"No","Artist",8,"Low",1,"Cat_6","B"
5197,"Male","Yes",85,"Yes","Lawyer",1,"Low",1,"Cat_6","A"
5198,"Male","Yes",51,"Yes","Doctor",8,"Average",3,"Cat_4","B"
5199,"Male","No",26,"Yes","Engineer",1,"Low",3,"Cat_3","D"
5200,"Female","Yes",35,"Yes","Artist",1,"Average",3,"Cat_6","C"
5201,"Male","Yes",33,"No","Entertainment",1,"Low",3,"Cat_3","D"
5202,"Male","No",41,"Yes","Entertainment",0,"Low",1,"Cat_6","A"
5203,"Male","Yes",41,"Yes","Homemaker",2,"Average",3,"Cat_3","B"
5204,"Male","No",77,"Yes","Lawyer",0,"Low",1,"Cat_3","C"
5205,"Female","No",41,"No","Marketing",0,"Low",2,"Cat_6","B"
5206,"Male","Yes",46,"Yes","Entertainment",5,"Low",3,"Cat_6","A"
5207,"Male","Yes",63,"Yes","Artist",1,"Low",1,"Cat_1","C"
5208,"Female","Yes",37,"Yes","Artist",8,"High",2,"Cat_6","C"
5209,"Male","Yes",51,"Yes","Engineer",3,"Low",2,"Cat_6","D"
5210,"Female","No",28,"No","Engineer",1,"Low",2,"Cat_4","D"
5211,"Male","Yes",46,"Yes","Artist",3,"Average",5,"Cat_6","C"
5212,"Male","No",28,"Yes","Doctor",1,"Low",2,"Cat_6","D"
5213,"Female","No",48,"Yes","Artist",6,"Low",1,"Cat_6","D"
5214,"Male","No",36,"Yes","Artist",5,"Low",1,"Cat_6","D"
5215,"Male","No",50,"Yes","Artist",1,"Low",3,"Cat_3","B"
5216,"Female","No",32,"Yes","Healthcare",9,"Low",3,"Cat_6","D"
5217,"Male","Yes",55,"Yes","Executive",9,"High",4,"Cat_6","C"
5218,"Female","Yes",43,"Yes","Artist",0,"Low",1,"Cat_6","A"
5219,"Female","Yes",32,"Yes","Marketing",8,"Low",2,"Cat_6","D"
5220,"Male","Yes",82,"Yes","Artist",0,"High",2,"Cat_6","C"
5221,"Male","Yes",33,"Yes","Entertainment",3,"Average",2,"Cat_3","B"
5222,"Male","No",33,"Yes","Doctor",3,"Low",4,"Cat_6","D"
5223,"Male","Yes",55,"Yes","Artist",1,"Average",5,"Cat_6","C"
5224,"Male","Yes",89,"Yes","Doctor",3,"Low",1,"Cat_6","A"
5225,"Female","No",33,"Yes","Doctor",0,"Low",4,"Cat_6","C"
5226,"Male","No",22,"No","Healthcare",3,"Low",3,"Cat_6","D"
5227,"Male","Yes",58,"Yes","Artist",0,"Average",2,"Cat_6","B"
5228,"Female","No",32,"Yes","Healthcare",8,"Low",3,"Cat_6","C"
5229,"Male","Yes",48,"Yes","Executive",0,"High",5,"Cat_6","C"
5230,"Male","Yes",62,"Yes","Artist",1,"Average",2,"Cat_3","C"
5231,"Female","Yes",39,"Yes","Artist",14,"Average",2,"Cat_6","B"
5232,"Male","Yes",35,"Yes","Marketing",3,"Low",5,"Cat_6","D"
5233,"Male","No",47,"No","Entertainment",1,"Low",1,"Cat_6","A"
5234,"Female","Yes",35,"Yes","Doctor",7,"Average",3,"Cat_4","A"
5235,"Male","Yes",78,"Yes","Lawyer",0,"High",5,"Cat_6","B"
5236,"Female","No",42,"No","Artist",0,"Low",4,"Cat_3","A"
5237,"Female","No",37,"Yes","Artist",1,"Low",1,"Cat_4","C"
5238,"Female","No",43,"Yes","Doctor",0,"Low",1,"Cat_6","A"
5239,"Male","Yes",48,"Yes","Artist",1,"Average",3,"Cat_2","C"
5240,"Male","No",22,"No","Healthcare",0,"Low",5,"Cat_6","D"
5241,"Male","No",31,"No","Healthcare",2,"Low",5,"Cat_2","A"
5242,"Female","No",51,"Yes","Artist",0,"Low",1,"Cat_6","B"
5243,"Male","No",42,"Yes","Artist",3,"Low",1,"Cat_6","A"
5244,"Male","Yes",58,"Yes","Doctor",1,"High",2,"Cat_6","B"
5245,"Male","Yes",50,"Yes","Entertainment",1,"Average",4,"Cat_6","B"
5246,"Male","Yes",71,"Yes","Lawyer",1,"High",2,"Cat_6","C"
5247,"Male","Yes",49,"No","Executive",9,"High",5,"Cat_3","B"
5248,"Male","Yes",53,"Yes","Artist",4,"Average",2,"Cat_6","C"
5249,"Female","No",31,"No","Engineer",1,"Low",1,"Cat_3","A"
5250,"Female","No",21,"No","Healthcare",9,"Low",7,"Cat_4","D"
5251,"Male","Yes",61,"Yes","Executive",0,"High",2,"Cat_6","C"
5252,"Male","No",35,"Yes","Artist",1,"Low",2,"Cat_6","B"
5253,"Male","Yes",47,"Yes","Marketing",0,"Low",2,"Cat_4","D"
5254,"Female","Yes",38,"Yes","Artist",0,"Average",3,"Cat_6","C"
5255,"Male","No",39,"Yes","Entertainment",1,"Low",1,"Cat_4","B"
5256,"Male","Yes",55,"Yes","Artist",1,"Low",2,"Cat_6","C"
5257,"Female","No",19,"No","Healthcare",0,"Low",3,"Cat_6","D"
5258,"Female","Yes",58,"No","Engineer",3,"Average",2,"Cat_4","C"
5259,"Female","Yes",76,"No","Lawyer",1,"High",2,"Cat_6","B"
5260,"Male","No",19,"No","Healthcare",3,"Low",4,"Cat_6","D"
5261,"Female","Yes",51,"Yes","Artist",8,"Low",2,"Cat_6","C"
5262,"Male","No",39,"Yes","Artist",5,"Low",2,"Cat_6","B"
5263,"Male","No",22,"No","Healthcare",0,"Low",3,"Cat_3","D"
5264,"Female","Yes",47,"Yes","Doctor",3,"Average",5,"Cat_2","C"
5265,"Female","Yes",30,"No","Engineer",0,"Average",2,"Cat_6","D"
5266,"Female","Yes",35,"Yes","Homemaker",13,"High",7,"Cat_6","C"
5267,"Male","No",35,"Yes","Entertainment",13,"Low",2,"Cat_4","C"
5268,"Female","Yes",42,"Yes","Artist",1,"Low",3,"Cat_6","B"
5269,"Female","Yes",35,"Yes","Healthcare",12,"Average",2,"Cat_2","D"
5270,"Male","Yes",36,"Yes","Artist",7,"Average",2,"Cat_6","C"
5271,"Male","No",18,"No","Healthcare",0,"Low",5,"Cat_4","D"
5272,"Male","Yes",75,"No","Executive",1,"High",2,"Cat_6","D"
5273,"Male","No",46,"Yes","Artist",3,"Low",1,"Cat_6","C"
5274,"Male","Yes",68,"No","Artist",0,"Low",2,"Cat_6","A"
5275,"Male","Yes",67,"Yes","Doctor",1,"Average",2,"Cat_6","B"
5276,"Female","Yes",50,"No","Engineer",1,"Average",4,"Cat_6","B"
5277,"Male","No",32,"No","Artist",0,"Low",4,"Cat_5","D"
5278,"Male","No",21,"No","Healthcare",1,"Low",5,"Cat_4","D"
5279,"Female","Yes",48,"Yes","Artist",9,"High",4,"Cat_3","C"
5280,"Male","Yes",37,"Yes","Entertainment",9,"Average",2,"Cat_6","A"
5281,"Male","Yes",41,"Yes","Artist",0,"Low",2,"Cat_6","B"
5282,"Female","Yes",63,"Yes","Executive",0,"High",5,"Cat_6","C"
5283,"Male","No",42,"Yes","Artist",9,"Low",1,"Cat_6","A"
5284,"Female","Yes",49,"Yes","Engineer",1,"High",5,"Cat_3","B"
5285,"Male","No",23,"No","Healthcare",0,"Low",4,"Cat_3","D"
5286,"Male","No",31,"No","Entertainment",0,"Low",3,"Cat_6","B"
5287,"Male","No",45,"Yes","Artist",9,"Low",1,"Cat_6","D"
5288,"Male","Yes",21,"No","Entertainment",0,"Low",3,"Cat_6","D"
5289,"Male","Yes",55,"Yes","Entertainment",0,"Low",4,"Cat_4","A"
5290,"Female","No",26,"Yes","Artist",2,"Low",2,"Cat_6","A"
5291,"Male","No",51,"Yes","Artist",3,"Low",1,"Cat_6","B"
5292,"Male","No",27,"No","Doctor",1,"Low",3,"Cat_6","D"
5293,"Male","No",41,"Yes","Entertainment",11,"Low",4,"Cat_6","B"
5294,"Male","Yes",43,"No","Executive",3,"High",8,"Cat_4","D"
5295,"Female","Yes",28,"Yes","Artist",0,"Low",2,"Cat_6","A"
5296,"Male","Yes",47,"No","Engineer",1,"Average",3,"Cat_6","C"
5297,"Female","No",25,"No","Doctor",8,"Low",3,"Cat_6","D"
5298,"Female","Yes",72,"Yes","Engineer",0,"High",2,"Cat_4","B"
5299,"Male","No",23,"No","Healthcare",0,"Low",4,"Cat_6","D"
5300,"Male","Yes",48,"Yes","Artist",1,"Low",3,"Cat_6","C"
5301,"Female","Yes",33,"Yes","Artist",8,"Average",3,"Cat_6","A"
5302,"Male","Yes",31,"Yes","Healthcare",9,"Low",3,"Cat_6","A"
5303,"Male","Yes",72,"Yes","Executive",8,"High",2,"Cat_6","C"
5304,"Male","Yes",66,"No","Executive",1,"Low",2,"Cat_6","D"
5305,"Female","No",33,"Yes","Healthcare",0,"Low",4,"Cat_2","B"
5306,"Female","Yes",70,"Yes","Artist",0,"High",2,"Cat_6","C"
5307,"Female","No",35,"Yes","Artist",7,"Low",1,"Cat_6","B"
5308,"Male","No",38,"Yes","Artist",1,"Low",1,"Cat_6","B"
5309,"Female","Yes",51,"Yes","Artist",1,"Average",4,"Cat_6","C"
5310,"Male","Yes",67,"Yes","Homemaker",1,"Average",2,"Cat_2","B"
5311,"Female","No",46,"Yes","Artist",3,"Low",2,"Cat_6","B"
5312,"Female","No",47,"No","Entertainment",0,"Low",1,"Cat_4","A"
5313,"Male","Yes",55,"Yes","Artist",1,"Low",1,"Cat_3","B"
5314,"Male","Yes",51,"No","Executive",9,"High",2,"Cat_6","C"
5315,"Female","Yes",47,"Yes","Artist",0,"Low",1,"Cat_6","A"
5316,"Male","Yes",31,"No","Homemaker",9,"Low",1,"Cat_4","A"
5317,"Female","No",30,"No","Healthcare",0,"Low",9,"Cat_6","C"
5318,"Male","No",26,"No","Healthcare",0,"Low",4,"Cat_4","D"
5319,"Male","Yes",60,"Yes","Executive",0,"High",4,"Cat_6","B"
5320,"Male","No",21,"No","Healthcare",3,"Low",4,"Cat_6","D"
5321,"Male","No",19,"No","Doctor",0,"Low",3,"Cat_4","D"
5322,"Female","Yes",60,"Yes","Artist",1,"Average",3,"Cat_6","C"
5323,"Male","No",25,"Yes","Healthcare",0,"Low",3,"Cat_6","B"
5324,"Female","No",21,"No","Healthcare",0,"Low",3,"Cat_2","D"
5325,"Female","No",25,"Yes","Engineer",3,"Low",2,"Cat_3","A"
5326,"Male","Yes",36,"Yes","Doctor",7,"Average",2,"Cat_6","A"
5327,"Female","Yes",52,"Yes","Engineer",1,"Average",5,"Cat_4","B"
5328,"Female","Yes",83,"Yes","Lawyer",1,"High",2,"Cat_6","B"
5329,"Female","Yes",56,"Yes","Artist",0,"High",5,"Cat_3","A"
5330,"Female","Yes",47,"Yes","Engineer",0,"Average",4,"Cat_6","B"
5331,"Male","Yes",40,"Yes","Artist",1,"Average",2,"Cat_6","C"
5332,"Male","Yes",67,"Yes","Lawyer",0,"High",2,"Cat_2","B"
5333,"Male","No",41,"Yes","Artist",0,"Low",2,"Cat_3","B"
5334,"Female","Yes",40,"No","Entertainment",0,"Low",4,"Cat_4","D"
5335,"Male","Yes",29,"Yes","Doctor",1,"Low",3,"Cat_6","D"
5336,"Female","No",41,"Yes","Artist",10,"Low",1,"Cat_6","C"
5337,"Male","Yes",50,"No","Executive",1,"High",4,"Cat_6","B"
5338,"Female","No",33,"No","Marketing",9,"Low",4,"Cat_2","D"
5339,"Female","No",48,"No","Healthcare",0,"Low",4,"Cat_6","C"
5340,"Male","No",37,"Yes","Artist",8,"Low",1,"Cat_6","A"
5341,"Male","Yes",37,"Yes","Artist",1,"Average",2,"Cat_6","B"
5342,"Female","Yes",36,"Yes","Entertainment",0,"Average",3,"Cat_6","B"
5343,"Male","No",63,"Yes","Artist",0,"Low",1,"Cat_2","B"
5344,"Female","No",22,"No","Healthcare",1,"Low",4,"Cat_6","D"
5345,"Male","Yes",41,"Yes","Artist",3,"Average",3,"Cat_6","C"
5346,"Female","No",42,"Yes","Artist",12,"Low",1,"Cat_6","B"
5347,"Male","No",26,"Yes","Doctor",0,"Low",5,"Cat_6","D"
5348,"Female","No",35,"Yes","Artist",0,"Low",3,"Cat_6","A"
5349,"Male","Yes",78,"No","Lawyer",3,"High",2,"Cat_6","A"
5350,"Male","Yes",61,"Yes","Entertainment",4,"Average",2,"Cat_5","B"
5351,"Male","No",18,"No","Healthcare",4,"Low",3,"Cat_3","D"
5352,"Male","Yes",50,"No","Marketing",1,"High",6,"Cat_4","A"
5353,"Female","No",51,"Yes","Artist",8,"Low",1,"Cat_6","C"
5354,"Male","Yes",65,"Yes","Executive",1,"High",2,"Cat_6","A"
5355,"Male","No",26,"Yes","Healthcare",1,"Low",3,"Cat_6","B"
5356,"Male","Yes",50,"Yes","Artist",0,"Average",2,"Cat_6","A"
5357,"Female","No",36,"Yes","Artist",5,"Low",3,"Cat_6","D"
5358,"Male","Yes",71,"Yes","Lawyer",2,"High",3,"Cat_6","A"
5359,"Female","Yes",75,"No","Lawyer",0,"High",2,"Cat_6","B"
5360,"Female","No",52,"Yes","Healthcare",0,"Low",1,"Cat_3","D"
5361,"Female","No",31,"No","Healthcare",4,"Low",3,"Cat_6","A"
5362,"Male","Yes",80,"Yes","Lawyer",3,"Low",1,"Cat_6","D"
5363,"Male","No",33,"No","Doctor",0,"Low",3,"Cat_6","B"
5364,"Female","Yes",57,"Yes","Artist",0,"Average",4,"Cat_6","C"
5365,"Male","Yes",67,"Yes","Executive",1,"High",2,"Cat_6","C"
5366,"Female","No",30,"No","Marketing",0,"Low",4,"Cat_6","D"
5367,"Male","Yes",82,"Yes","Lawyer",3,"Low",2,"Cat_6","D"
5368,"Male","No",23,"No","Healthcare",1,"Low",4,"Cat_4","D"
5369,"Male","Yes",62,"No","Entertainment",1,"Average",2,"Cat_6","B"
5370,"Male","Yes",70,"Yes","Artist",1,"Average",2,"Cat_6","C"
5371,"Male","Yes",38,"Yes","Doctor",4,"Average",4,"Cat_3","B"
5372,"Female","No",32,"No","Marketing",11,"Low",6,"Cat_6","D"
5373,"Female","Yes",59,"No","Engineer",3,"Average",4,"Cat_6","C"
5374,"Male","No",28,"Yes","Healthcare",0,"Low",5,"Cat_6","D"
5375,"Male","Yes",42,"Yes","Artist",1,"Average",3,"Cat_6","C"
5376,"Male","Yes",87,"No","Lawyer",3,"Low",1,"Cat_3","B"
5377,"Female","No",26,"No","Marketing",0,"Low",4,"Cat_4","D"
5378,"Male","Yes",59,"Yes","Entertainment",0,"Low",3,"Cat_4","C"
5379,"Female","No",30,"No","Engineer",1,"Low",3,"Cat_4","A"
5380,"Female","Yes",30,"Yes","Homemaker",9,"Low",2,"Cat_6","B"
5381,"Female","No",19,"No","Marketing",1,"Low",4,"Cat_6","D"
5382,"Male","Yes",31,"Yes","Artist",8,"Average",2,"Cat_6","C"
5383,"Male","Yes",88,"Yes","Lawyer",0,"High",2,"Cat_6","A"
5384,"Male","Yes",40,"Yes","Artist",0,"Low",3,"Cat_1","A"
5385,"Female","No",21,"No","Healthcare",8,"Low",2,"Cat_6","D"
5386,"Male","No",38,"Yes","Artist",1,"Low",1,"Cat_3","B"
5387,"Female","No",36,"Yes","Homemaker",6,"Low",1,"Cat_3","B"
5388,"Male","Yes",47,"No","Entertainment",1,"Low",1,"Cat_6","A"
5389,"Female","No",30,"Yes","Entertainment",1,"Low",4,"Cat_4","A"
5390,"Female","No",35,"Yes","Healthcare",9,"Low",2,"Cat_2","D"
5391,"Male","Yes",58,"Yes","Artist",1,"Average",3,"Cat_6","B"
5392,"Female","Yes",52,"Yes","Engineer",0,"High",5,"Cat_6","B"
5393,"Male","Yes",46,"Yes","Artist",0,"High",4,"Cat_3","B"
5394,"Male","Yes",47,"Yes","Entertainment",3,"Average",4,"Cat_6","B"
5395,"Female","Yes",45,"Yes","Artist",0,"Average",5,"Cat_4","C"
5396,"Male","Yes",60,"No","Entertainment",3,"Low",2,"Cat_3","A"
5397,"Male","Yes",35,"Yes","Artist",12,"Average",2,"Cat_6","A"
5398,"Male","Yes",71,"Yes","Lawyer",0,"Average",2,"Cat_6","C"
5399,"Male","Yes",36,"Yes","Artist",0,"Average",5,"Cat_6","C"
5400,"Female","No",53,"Yes","Engineer",0,"Low",1,"Cat_6","D"
5401,"Male","No",53,"No","Engineer",1,"Low",3,"Cat_4","A"
5402,"Male","No",31,"Yes","Artist",9,"Low",1,"Cat_6","A"
5403,"Female","Yes",66,"Yes","Engineer",0,"Low",2,"Cat_6","B"
5404,"Male","Yes",37,"Yes","Artist",8,"Low",2,"Cat_6","B"
5405,"Female","Yes",47,"Yes","Artist",0,"High",5,"Cat_6","C"
5406,"Female","Yes",66,"Yes","Lawyer",1,"High",3,"Cat_6","C"
5407,"Female","No",25,"No","Healthcare",1,"Low",3,"Cat_6","B"
5408,"Female","No",30,"Yes","Engineer",9,"Low",5,"Cat_6","D"
5409,"Female","Yes",45,"Yes","Artist",1,"Average",4,"Cat_6","C"
5410,"Female","No",33,"No","Doctor",1,"Low",8,"Cat_4","C"
5411,"Male","Yes",37,"Yes","Artist",0,"Average",3,"Cat_3","B"
5412,"Male","Yes",35,"Yes","Engineer",5,"Average",4,"Cat_6","B"
5413,"Male","Yes",50,"Yes","Artist",13,"Low",1,"Cat_6","C"
5414,"Male","Yes",56,"Yes","Artist",4,"Low",3,"Cat_3","B"
5415,"Female","No",20,"No","Healthcare",8,"Low",3,"Cat_3","D"
5416,"Male","Yes",59,"No","Executive",1,"High",2,"Cat_6","C"
5417,"Male","No",21,"No","Healthcare",0,"Low",4,"Cat_6","D"
5418,"Male","Yes",37,"Yes","Entertainment",1,"Average",3,"Cat_4","C"
5419,"Female","Yes",68,"Yes","Artist",1,"Low",1,"Cat_4","B"
5420,"Male","Yes",33,"No","Executive",9,"High",2,"Cat_6","D"
5421,"Female","No",26,"No","Homemaker",9,"Low",2,"Cat_6","A"
5422,"Female","No",43,"No","Marketing",0,"Low",2,"Cat_4","D"
5423,"Male","No",37,"Yes","Artist",8,"Low",1,"Cat_3","A"
5424,"Male","No",55,"Yes","Executive",3,"Low",5,"Cat_6","C"
5425,"Male","Yes",57,"Yes","Artist",0,"Average",4,"Cat_6","C"
5426,"Male","Yes",35,"No","Artist",1,"Average",3,"Cat_4","A"
5427,"Male","No",33,"No","Entertainment",8,"Low",1,"Cat_6","A"
5428,"Male","Yes",68,"Yes","Artist",0,"High",3,"Cat_6","A"
5429,"Male","Yes",60,"Yes","Artist",1,"Low",1,"Cat_3","A"
5430,"Male","Yes",52,"Yes","Artist",0,"Low",2,"Cat_6","B"
5431,"Male","No",18,"No","Healthcare",3,"Low",3,"Cat_6","D"
5432,"Male","No",25,"Yes","Artist",3,"Low",1,"Cat_6","A"
5433,"Male","No",35,"Yes","Entertainment",0,"Low",3,"Cat_7","D"
5434,"Male","No",18,"No","Doctor",0,"Low",6,"Cat_4","D"
5435,"Female","Yes",77,"Yes","Lawyer",0,"High",2,"Cat_6","B"
5436,"Male","No",18,"No","Healthcare",0,"Low",5,"Cat_3","D"
5437,"Male","No",18,"No","Healthcare",0,"Low",3,"Cat_6","D"
5438,"Female","No",25,"No","Healthcare",0,"Low",5,"Cat_2","C"
5439,"Male","Yes",49,"Yes","Entertainment",0,"Low",1,"Cat_6","A"
5440,"Female","No",37,"Yes","Marketing",0,"Low",1,"Cat_4","D"
5441,"Male","Yes",49,"Yes","Artist",1,"Average",2,"Cat_6","C"
5442,"Male","Yes",26,"Yes","Entertainment",1,"Average",2,"Cat_6","B"
5443,"Male","No",45,"Yes","Entertainment",0,"Low",1,"Cat_6","A"
5444,"Female","No",42,"Yes","Artist",0,"Low",1,"Cat_4","A"
5445,"Male","Yes",48,"No","Marketing",0,"Low",5,"Cat_6","D"
5446,"Male","No",23,"No","Healthcare",1,"Low",4,"Cat_6","D"
5447,"Female","Yes",52,"Yes","Engineer",4,"High",2,"Cat_4","B"
5448,"Male","Yes",81,"Yes","Entertainment",1,"Low",1,"Cat_6","D"
5449,"Male","Yes",60,"Yes","Artist",0,"Low",1,"Cat_6","B"
5450,"Male","Yes",57,"Yes","Lawyer",1,"High",2,"Cat_6","B"
5451,"Female","No",21,"No","Entertainment",1,"Low",4,"Cat_6","C"
5452,"Female","No",43,"Yes","Engineer",0,"Low",4,"Cat_6","D"
5453,"Male","Yes",32,"Yes","Entertainment",0,"Average",3,"Cat_6","A"
5454,"Male","Yes",50,"Yes","Artist",0,"Average",2,"Cat_6","B"
5455,"Male","No",25,"No","Entertainment",13,"Low",3,"Cat_6","A"
5456,"Male","No",25,"No","Healthcare",1,"Low",4,"Cat_2","C"
5457,"Male","Yes",56,"Yes","Artist",1,"Average",4,"Cat_6","C"
5458,"Female","No",36,"Yes","Artist",9,"Low",2,"Cat_6","C"
5459,"Female","No",46,"Yes","Engineer",0,"Low",1,"Cat_6","D"
5460,"Female","No",27,"No","Doctor",3,"Low",3,"Cat_7","A"
5461,"Male","No",21,"No","Healthcare",3,"Low",4,"Cat_3","D"
5462,"Male","No",22,"No","Healthcare",3,"Low",2,"Cat_6","D"
5463,"Male","No",53,"Yes","Artist",2,"Low",2,"Cat_2","B"
5464,"Female","Yes",41,"Yes","Artist",1,"Low",2,"Cat_6","A"
5465,"Male","Yes",53,"Yes","Doctor",0,"Average",2,"Cat_6","C"
5466,"Female","Yes",79,"No","Engineer",0,"High",2,"Cat_4","A"
5467,"Female","No",33,"No","Engineer",1,"Low",3,"Cat_6","D"
5468,"Female","No",23,"No","Healthcare",1,"Low",4,"Cat_3","D"
5469,"Male","Yes",72,"Yes","Lawyer",1,"High",2,"Cat_6","A"
5470,"Male","Yes",35,"Yes","Doctor",9,"High",3,"Cat_6","A"
5471,"Female","No",28,"Yes","Doctor",1,"Low",3,"Cat_3","C"
5472,"Male","Yes",36,"No","Healthcare",1,"Low",2,"Cat_3","A"
5473,"Male","No",38,"Yes","Artist",0,"Low",1,"Cat_3","B"
5474,"Female","Yes",43,"Yes","Artist",4,"High",3,"Cat_6","C"
5475,"Male","Yes",47,"No","Executive",0,"High",4,"Cat_6","B"
5476,"Male","No",22,"No","Marketing",1,"Low",3,"Cat_6","A"
5477,"Male","Yes",82,"No","Executive",1,"High",4,"Cat_4","A"
5478,"Female","No",32,"No","Healthcare",3,"Low",3,"Cat_4","D"
5479,"Male","Yes",87,"Yes","Lawyer",0,"High",2,"Cat_6","A"
5480,"Male","Yes",47,"Yes","Artist",1,"Low",2,"Cat_3","B"
5481,"Female","No",33,"Yes","Artist",3,"Low",2,"Cat_4","D"
5482,"Male","Yes",68,"No","Executive",1,"High",2,"Cat_6","A"
5483,"Female","Yes",68,"Yes","Artist",3,"Average",2,"Cat_6","B"
5484,"Male","Yes",45,"Yes","Executive",8,"High",4,"Cat_6","C"
5485,"Male","Yes",49,"Yes","Artist",0,"Average",3,"Cat_6","C"
5486,"Male","No",18,"No","Healthcare",0,"Low",8,"Cat_6","D"
5487,"Female","No",45,"Yes","Doctor",0,"Low",1,"Cat_6","A"
5488,"Male","Yes",62,"Yes","Doctor",5,"Low",1,"Cat_3","B"
5489,"Female","Yes",75,"Yes","Lawyer",0,"Low",1,"Cat_6","B"
5490,"Female","Yes",59,"Yes","Homemaker",0,"Average",4,"Cat_6","B"
5491,"Female","Yes",39,"Yes","Artist",1,"Average",4,"Cat_6","C"
5492,"Male","Yes",39,"No","Entertainment",1,"Average",5,"Cat_4","B"
5493,"Male","Yes",68,"No","Executive",1,"High",2,"Cat_4","D"
5494,"Male","Yes",50,"Yes","Executive",0,"High",4,"Cat_6","B"
5495,"Male","Yes",47,"Yes","Executive",8,"High",4,"Cat_6","C"
5496,"Male","Yes",51,"Yes","Artist",1,"Low",2,"Cat_6","C"
5497,"Female","No",41,"Yes","Doctor",0,"Low",1,"Cat_4","A"
5498,"Male","Yes",45,"Yes","Executive",1,"High",4,"Cat_6","A"
5499,"Male","Yes",40,"No","Doctor",1,"Average",5,"Cat_4","A"
5500,"Female","Yes",27,"No","Artist",6,"High",5,"Cat_2","A"
5501,"Male","Yes",43,"No","Entertainment",3,"Low",3,"Cat_6","D"
5502,"Male","Yes",73,"Yes","Artist",1,"Average",2,"Cat_6","C"
5503,"Male","Yes",43,"Yes","Engineer",0,"Average",2,"Cat_6","B"
5504,"Female","Yes",82,"Yes","Lawyer",3,"Low",1,"Cat_6","A"
5505,"Male","Yes",55,"Yes","Artist",0,"High",2,"Cat_3","A"
5506,"Male","Yes",41,"No","Doctor",1,"Average",2,"Cat_4","A"
5507,"Male","No",25,"Yes","Entertainment",1,"Low",2,"Cat_3","B"
5508,"Female","Yes",62,"No","Engineer",4,"Low",1,"Cat_4","B"
5509,"Female","Yes",37,"No","Engineer",0,"Low",2,"Cat_6","A"
5510,"Female","Yes",51,"Yes","Entertainment",3,"Average",2,"Cat_4","B"
5511,"Male","Yes",69,"No","Lawyer",0,"Low",1,"Cat_6","D"
5512,"Female","Yes",89,"Yes","Entertainment",6,"Average",4,"Cat_2","A"
5513,"Male","No",29,"Yes","Healthcare",3,"Low",6,"Cat_2","D"
5514,"Male","No",28,"No","Entertainment",0,"Low",3,"Cat_6","A"
5515,"Male","Yes",40,"Yes","Artist",3,"Average",3,"Cat_6","C"
5516,"Female","No",38,"Yes","Artist",7,"Low",2,"Cat_6","B"
5517,"Male","No",18,"No","Healthcare",3,"Low",4,"Cat_6","D"
5518,"Male","Yes",81,"Yes","Lawyer",1,"High",2,"Cat_6","B"
5519,"Male","Yes",45,"Yes","Executive",2,"Average",4,"Cat_2","B"
5520,"Male","Yes",42,"No","Executive",1,"High",5,"Cat_6","C"
5521,"Male","No",36,"No","Marketing",0,"Low",1,"Cat_6","D"
5522,"Male","Yes",30,"Yes","Entertainment",0,"Low",2,"Cat_6","A"
5523,"Female","No",33,"Yes","Healthcare",0,"Low",3,"Cat_6","D"
5524,"Male","Yes",37,"No","Artist",0,"Average",2,"Cat_6","C"
5525,"Male","Yes",35,"No","Artist",9,"Low",3,"Cat_7","A"
5526,"Female","No",31,"Yes","Doctor",0,"Low",2,"Cat_4","D"
5527,"Female","Yes",53,"No","Engineer",0,"Average",4,"Cat_4","B"
5528,"Male","No",36,"Yes","Doctor",9,"Low",1,"Cat_6","B"
5529,"Male","Yes",37,"Yes","Entertainment",0,"Low",2,"Cat_4","A"
5530,"Male","Yes",80,"Yes","Lawyer",2,"Low",1,"Cat_6","A"
5531,"Male","Yes",30,"Yes","Doctor",8,"Average",2,"Cat_6","A"
5532,"Female","Yes",39,"No","Engineer",3,"Average",3,"Cat_6","D"
5533,"Female","No",18,"No","Marketing",3,"Low",3,"Cat_3","D"
5534,"Male","No",32,"No","Doctor",3,"Low",3,"Cat_7","D"
5535,"Male","Yes",49,"Yes","Marketing",0,"Low",5,"Cat_6","D"
5536,"Male","Yes",67,"Yes","Executive",0,"High",4,"Cat_6","C"
5537,"Male","No",47,"No","Entertainment",1,"Low",1,"Cat_6","A"
5538,"Male","Yes",35,"No","Engineer",1,"Low",6,"Cat_6","A"
